Text,Sentiment
user dov weekly   high   bot close eod y unit cost . gapper today,1
gmc cst report bell expect sfy type quarter tade eaning wi ony tade eaction,1
aap   possible bounce  ,1
vt   breakout point  ,1
anad   b o point .  ,1
dov pt btwn . . area resistance valuation incredibly cheap volume come today,1
nn happen day ago huge volume year oversell insider buying high tp ong,1
iger like nfx bid lol,1
nfx try break bull flag new week high  ,1
dps break look good earning feb th bmo,1
pan catch upgrade short interest .. break  ,1
minute add watchlist dps  ,1
aap follow downtrend,-1
aap drop like ock,-1
aap head gap,1
aap dump come fast pump imo,-1
aap dump progress ...,-1
da play breakout time high entry   . stop .  ,1
aap bullish signal   want close preferably . confirm  ,1
look like tired bji today,-1
jon stewart sum dangerous dumb hysterical post office   circa cc user fdx,1
I   yay user aap gap morning st upside target I sudden reversal,1
watch closely long ... aap lifting higher buyback chatter detail stream  ,1
nice time high attack tesla today long tsla cc user,1
aap free fall,-1
aap   reload ready   today I good ;),1
cee short higher short .,-1
short term target znga .,1
bac aap trade yesterday hold trade high volume weak tape,1
bac add close today aap need attract buyer,1
break hourly trendline,1
twx ong   . trail stop   . prior stop . . . .  ,1
fs daily like long chaos mini sell got oversell pwmo  ,1
bac ot buy minute,1
dndn beast mode today,1
dndn ts nicel day today let eod bring,1
aap thank god dividend tomorrow I think low start imho,1
user aap continue volume confirmation higher watch closely reshort,-1
bac add pullback,1
aap share insight volume key post video  ,-1
amzn short work nicely   watch break run,-1
aap sink ....,-1
I need alka seltzer sponsor aapl stream pop drop people ... people way tie,1
fs big rise channel w .momentum indicator turn  ,1
affy break support line   .  ,-1
ngt ecb boe fed jpm hsbc shortfest gc_f gd sv tomorrow morning test weekly ow,-1
netflix buy sps netflix disc traffic probably profitable useful thing postal service nfx,1
aap volume absent ... soon number negative ...,-1
joy anticipate bear flag break  ,-1
fs intraday break,1
de high bid offering come look recent action april najarian pps .,1
pcp earning today   stock,1
oc   weakness hit dime,-1
sfy right step focus distribute digital content physical congrat owner,1
bac ooke good tomorrow . imo healthy pullback today volume,1
aap lot bid   feb p . create resistance temporary sell,-1
aap cover pay dividend short tomorrow,-1
user aap cover short want pay dividend reshort tomorrow,-1
tomorrow stock gap average . dividend aap,-1
solid day trading mrkt flat spy dia lot profit watchlist nfx dva,1
user user aap hold short . cost I overnight short premarket,-1
gmc head bomb away ....,-1
gmc weekly dead cat retrace volume bagholder bail en masse,-1
swhc yes close,1
gmc ice ... short away,-1
gmc brainer fee cash sell motime sotp,-1
tbi   staffing co. break   ,1
gnc   generator run hot   ,1
market wrap video addition watch ist   include amsc kbh mhk tw ttmi,1
prudential liquidates cm stake ... st ship lifeboat  ,-1
key level confirm expectation bby dndn bas gd set ...   dia qqq spx t,1
p poise need .  ,1
secular bull market coo cooper company inc bull flag daily include dog  ,1
m consolidate heavy volume invert hammer candle nice green bar tom buyer exhaust today,1
abt bullish /t setup breaking year base  ,1
  es ec jnk dax   s&p diverge key mkts canary  ,-1
p pull trend line look set upside es .  ,1
rise confirm new aap  ,1
user bby upgrade outperf vs mktperform   wfc raise pt /   royalty surge bb sale,1
yhoo like pe vc w biz .. hold big position yahoo japan . ytd help balance sheet .. position alibaba,1
app catalyst efi deal wmt tgt   nke possible s new store globally,1
kss ong setup solid sss morning trigger gap ):  ,1
I estimate wmt buy / bil sa clothing year yrs app massive scale plant leave sa,1
user sour apple einhorn happy aap fun poxy fight,1
gmc target bail vome week,-1
ms morgan stanley near medium term target  ,1
bby new aap apple bleed job report target,1
know right comparison benchmark amzn,1
user bac . long problem,1
c   breakout watch .  ,1
geo   look good .  ,1
aap look like nice short,-1
user exc undervalue   yield support,1
mcp break base . mark key level . macd slow stochastic si good strength,1
scm slow holder start sell real soon imo,-1
goog(long beat . stop loss . yhoo(long iafter beat . stoploss . fit advertidse deal,1
amzn nibble short   ,-1
c_f scratch head oi p shale oi gt refiner vo profit p x feel screw,1
aap pop I trade I short quick trade,-1
amzn break day ma,-1
user einhorn sound like trap long I care prefer stock year aap,-1
price pay value word true case nov  ,1
o orillard option trader buy k bet bad earning oman   ,-1
scale amzn / bot . .,-1
app add . risk bankruptcy abate wood work remain add thesis benchmark meet american apparel,1
acx negative   algo bring   chance stock cheap bbh xv,1
bby head saturate cell phone market goog mobile microsoft os,-1
market fresh low aap hold firm,1
byd big day,1
"cst coinstar option trader buy , feb spread bet good earning  ",1
cee . short I think I point week,-1
aap look like trouble I sign low remain bearish elliottwave  ,-1
volume pick ..,-1
setp small big variety watch tzym . jag . c . av . idix . mcp . mo . ko . hf .,1
omx brick mortar dinosaur fall online retailing detail  ,-1
swhc need volume,1
cee short entry .,-1
dgit long crack .,1
"green weekly triangle cb, .... pdate  ",-1
swy sale . .,1
diving ... consider schwab pullback thursday link spin success    user de schw,1
deck major loving,1
user stocktiger currently long ha  ,1
jet entry . stop .  ,1
dov   nov eport   feb early release earning month major stride   cab ta,1
goog act good despite choppy tape,1
zagg come grandma pattern  ,1
bac want retest old high,1
mtx attack multi year high entry . stop .  ,1
gntx swing trade quick pick gentex corp gntx   ,1
aap need look real,1
aap volume fade away ... like usual,-1
user hard   rally aap history like old man climb stair .~,1
aap short   . news sustain volume,-1
"green weekly triangle essx, .... update  ",-1
I wrong buying earning mistake   I read billion evenue scuff   cst,1
s. job money innovate buy new tech aap long innovate  ,-1
schwe bingo nkd I sell feb I bot early . gamblingaddict,1
order grow u need spend money aka invest future x earning cst steal short cover time buythedip,1
nkd estimate base linear extrapolation beat estimate mean actually accelerate growth,1
user cst nfx b c streaming movie sucker movie clarity awful movie skip b c int connection,1
user ed box future cst consider growth company yrs valuation cheap,1
user happen time cst miss open big follow day massive short squeeze close +,1
I guess I old fashioned I dvds love blue ay ntil streaming improve clarity skipping I stickin dvds cst,1
msg beautiful high  ,1
user profitsboy cst sticking buy million stk unit cost . cash flow mil cost,1
user cst report goofy acquistion cost factor cite low rev aka store sale dispenser acquire nc corp,1
"ed weekly triangle fnfg, ...... pdate  ",1
user aap typical pump dump today talk later tonight video,-1
absolutely delicious cpb campbell soup spx spy fortune  ,1
app compare square area look similar  ,1
ceco break downtrend triangle pattern   ,1
user fascinating email chain user einhorn debate merit aap preferred  ,1
cst bot . I hv patient imo cst right direction underestimate loss sat mail mil buyback p e,1
time return apple   aapl record billion operational cash flow quarter   ,1
twi add small cap short int cheap valuation growth acquisition e /  ,1
bby pull amzn  ,1
aap beautiful bull trap,-1
james d. white jamba juicy turnaround vimeo   hr video jmba .. great stuff,1
aap volume conviction bearish,-1
lnkd pull nflx topping far day young watch pull,1
user mention low store sale cst I guess mellisa ee factor nv acquisition ur dd ppl,1
tw watch list need volume boost watch close   ,1
ttmi watch list continuation trade   ,1
osg bio mts dynt wyy watchlist dov baby prime,1
aap volume fade fast,-1
cst nice intraday base pop : short covering wknd valuation cheap biz model track,1
cst close hod perky gess cose ove day maybe day timestamp goin limb,1
int smb adar weak today,-1
cst mention level building base stop repeat adde p intraday day watch . hit today,1
aap confirm nicely day .   ,1
dndn break . cmgo look vey bullish,1
mining relate stock weak relative strength versus esd es_f week fcx nem gg gd sv cf mcp aci,-1
dndn confirm nicely continuation . like aap break day)other I like today   ,1
aap europe closed let bast,1
user aap highlight major esistance area watch   ,-1
nfx time major correction  ,-1
mgm average volume day try separation resistance  ,1
angi rip lot,1
user aap   cash pile share worth know / share cash,1
user aap recent trip thailand ... taxi driver iphone ~~ wait till china,1
user great rotation ..   grasso confirm I money come amzn buy aap,1
mdso ong   . trail stop   . prior stop . . . ... . . .  ,1
fb I wonder short fb today nkd year argument qqq xk,1
hg break ahead expect earning beat  ,1
aap want broken stock nless e trap,-1
opk low day . arge candle wick grow downward macd divergence downward stochastic downward divergence si downward,-1
I stand sbx ...  ,1
jeff eeve charle sizemore discuss inkedin earning slant    nkd fb amzn mww,-1
add share actv,1
mhp mcgraw hill company huge sell rating agency fitch cut rating  ,-1
dndn good place lock profit   .   p alert . feb th   ,1
deck   let squeeze    short,1
brandon   actv break s soon ... nice breakout need little volume,1
user g sideline mode good trend I .,-1
vng I swear terrible reporting stock life cuban news negative lol,1
aap    flash crash   .pm ;-),-1
user aap ... imho ... sell news .. sorry   I offend ... g warrior,-1
aap selling begin wave dump,-1
aap flash dump begin,-1
goog igv google software fire cylinder compq ndx  ,1
close ddd feb p/c/c bull + roll sto feb   I share premium,1
schw add long,1
po swing trade quick pick polyone corp po  ,1
sto mar   +. sto mar   +.   bto mar   -. bto apr   -. aap fill gap ^.^=,1
aap dump progress fund manager .....,-1
stop aap . hard stop risk . pt,1
aap flash dump progress patient press escspe,-1
aap dump   einhorn progress patient ....,-1
"sto march aap   credit . I I buy share   net cost . I , win win ^.^=",1
solid day mgm aap sbx lead way I / mgm / aap add little sell /,1
user . exit . csn,1
damodaran aap pretty good business price worth  ,1
user goog eric schmidt sell roughly percent stake  ,-1
"ed weekly triangle hek, .... scale p  ",1
"green weekly monthly triangle isis, .... scale  ",-1
dt appear b hammer dma solid eps sale growth+ low p e ratio possible earning winner earning /,1
I legge goog   sergey arry sell share ... eric :-),1
yes I great opportunity drop tell twit user user long chk,1
brutal decline sd create buying opportunity soon user user   like sd xco trade t hold,1
buy op range imo user user long cop buyer today,1
short idea prepare correction   bid cox sv gd fxe pb wtw hf fcx cf mnst prepare,-1
peix volume monday set new high .,1
act . flat base trigger b o / ooke retest day sma pfe  ,1
